"ACL00","STARTIME","UNIT","SEX","GEO","TIME","Value"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","United Kingdom","2000","0.07"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Slovenia","2000","0.02"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","United Kingdom","2000","0.06"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","United Kingdom","2010","3.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Slovenia","2000","0.05"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","United Kingdom","2000","0.07"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","United Kingdom","2010","3.2"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 05:10 to 05:19","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","United Kingdom","2000","0.09"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Slovenia","2000","0.02"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","United Kingdom","2000","0.08"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Slovenia","2000","0.05"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","United Kingdom","2000","0.09"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","United Kingdom","2010","3.2"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 05:20 to 05:29","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","United Kingdom","2000","0.05"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Slovenia","2000","0.02"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","United Kingdom","2000","0.05"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Slovenia","2000","0.05"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","United Kingdom","2000","0.05"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","United Kingdom","2010","3.2"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 05:30 to 05:39","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","United Kingdom","2000","0.06"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","United Kingdom","2010","3.2"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Slovenia","2000","0.02"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","United Kingdom","2000","0.01"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","United Kingdom","2010","3.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Slovenia","2000","0.05"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Serbia","2010","0.1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 05:40 to 05:49","Participation rate (%)","Females","United Kingdom","2000","0.10"
